category,screen,object,property,en,es,suggested_es,suggestion_from,similarity,internal_id
<Alarm>,HMI alarms,Discrete alarm_22,Alarm text,Reserved Tool Error,Error de herramienta reservado,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z+n3Mh+HMjERUrRiBIUwXO3R6fB5huPsagj0XrvWStNcckw7hDIt+Uir1UEemsKdCS4a7jXCpYJzdtivTUC08lg==
<Alarm>,HMI alarms,Discrete alarm_7,Alarm text,Tool axis homing failed,Eje herramienta: fallo de referenciado,Eje herramienta: fallo de referenciado,Tool Axis: Homing failed,0.98,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zaKUHWTpj2aAQuSPj1z8LMv/6Gy+KdPt/HYZ2isNQ79Jp0PTxPGY/0iIlpo6h5EJtG/HenHhGXo+pTeXeytLAJg==
<Alarm>,HMI alarms,Discrete alarm_6,Alarm text,Tool axis move failed,Eje herramienta: fallo de movimiento,Eje herramienta: fallo de movimiento,Tool Axis: Move failed,0.98,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zgNZMfUgzoCWVNipe/RQFboJZpkiewTSGd+EghNEiEXHMMRw5mPRv60UO02ZBGwuX3rrsMgh0eTxdfdHXjQIuaA==
<Alarm>,HMI alarms,Discrete alarm_20,Alarm text,Tool retract position failed,Fallo en posición de retracción de herramienta,Fallo en rotacion de herramienta,Tool rotation failed,0.79,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zmrFJ0QtkJrTTCoQ1LkplIZhUw+uI7yqKhJ9lULYXq+YRs3cb5DZgn8O18Wx+hwi1PRg8RKgSFLQVD3Xom4pkJw==
<Alarm>,HMI alarms,Discrete alarm_31,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zOv1in4x2Ge6ZdlAl+Ov9eXLvDjSYFz9zJ+YX0MgUZjFe24auNGSBNqPHSIfGOwVFC+4BYmaTefKst3IRPk6SAQ==
<Alarm>,HMI alarms,Discrete alarm_28,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zBECZ8J3Il2jsDWaZGjstpm+M35e0JLNiglhrcn0KcfvKkOrT/rlJ6eMLNw+RWPCeCEVId59obP/aguWGEjdD+g==
<Alarm>,HMI alarms,Discrete alarm_34,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zaQwwOS3EkMzrTMDdd6cL6RQLCtoCLABBPdmj59JuilOHvJaIEdA44rIsaMnBGP+RjR+qtdc8iH82apcFja4j0Q==
<Alarm>,HMI alarms,Discrete alarm_33,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zVZ1/MYLyMScQnByK91xe/e8bATh/Bd9ZSyNJZM8qF4KF2t8na+8TxSsgKHlUfZ6jAt7AkqlTFEhZwwxpw5fT2A==
<Alarm>,HMI alarms,Discrete alarm_32,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zUC1t1YYeltrlrEEdJI0+TNCr+fEm/OBztxbHsY1wRYDW67BxsnpgGdPZbKn9WWx80lPA53YWXRvDd2QmhNFfhg==
<Alarm>,HMI alarms,Discrete alarm_30,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zMRyza4jqqJTO2RS/s1sZveUhDe0HWPM8pt/eE15ODB7Jgbxo6wNsAS/hf6nn/zQPqiGH8ywzi9wmo2APzRmbjQ==
<Alarm>,HMI alarms,Discrete alarm_29,Alarm text,Undefined Axis Error,Error de eje no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z8xQRucBydqjj4TbfwWnsu1ZsxP5baNQEdlks9/1KlB0Iq4QZ+M94nExXfXt2w4goZ9GS7Z2+s26LJ7nLPwS1ug==
<Alarm>,HMI alarms,Discrete alarm_40,Alarm text,Undefined Limit Error,Error de límite no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zD+nScsY9sTIwZann9+XcdykjLJW32mLorNEmpvdGx0EPXGQZFLtwgWjpfTXXi4f6BKbXK82JJYkkq2FPMWo/fA==
<Alarm>,HMI alarms,Discrete alarm_39,Alarm text,Undefined Limit Error,Error de límite no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z1S3y4ETD8OAzQrd62mrf512E6bdd0LseclQrbzUikMAxry5gkasNi+uffO8iu6yWr/tThi+mrp80OFBhHLylyA==
<Alarm>,HMI alarms,Discrete alarm_38,Alarm text,Undefined Limit Error,Error de límite no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zIjpbceCxlDW2tJn/pkFOIY78A2dX//X1nWDc6ncjUXzHed/gsGRwWd1HoKgTC3Kze2jiN94O7totZGmr6brxlA==
<Alarm>,HMI alarms,Discrete alarm_47,Alarm text,Undefined Recipe Error,Error de receta no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zmnW6AvXGMSlYTJhwdZdRmQWFOnemrEZiG5zjBanhtXQjfPY2Vq7GcqBY0MDvQ3b7Ow62XsSkr7ZJ7brzUDDBCg==
<Alarm>,HMI alarms,Discrete alarm_54,Alarm text,Undefined Safety Error,Error de seguridad no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zWTQiBhq4oVy6p2yuPkE1RE9gZ4Umu53u8+x2b73UMLN6w0lwC4Nr7yIDw+9PBRmUPZmcaU+e9J1jZPWvgj9big==
<Alarm>,HMI alarms,Discrete alarm_53,Alarm text,Undefined Safety Error,Error de seguridad no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zT9/bsYNZtD0JtN7+zzCw8T3hS4FuNTcN7lB6pnPLXZD7LAEhHPXf1b1PAi3aFfVTnSSAb5EkGNa23GLHct/q3Q==
<Alarm>,HMI alarms,Discrete alarm_55,Alarm text,Undefined Safety Error,Error de seguridad no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zOKqD/KMquEPJGcJ7wZLzFCR2HHX29zQTrNEJpPoBs+KqNpRf0oP92S1VmYJIvP1s6DGvnwA0vyy6nVB2JQE1cg==
<Alarm>,HMI alarms,Discrete alarm_56,Alarm text,Undefined Safety Error,Error de seguridad no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z/3M2ajAH2D8mTnCG8EbXQYGz2RmULDid/pSSCnbaFk3m5ulopmHf+llr+6ZJEIPwXuA49STVEY7nK4nPSJ7ONw==
<Alarm>,HMI alarms,Discrete alarm_61,Alarm text,Undefined Spindle Error,Error de husillo no definido,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zFnaU2zxAeDYdlajXcYFAZXF8QM/J2EUonBwXdl0N5NYpe6fsE2+nuTHrYCepXduXBenmYpj9SdiCVxoBMAnItg==
<Alarm>,HMI alarms,Discrete alarm_35,Alarm text,X MAX limit switch hit!,¡Fin de carrera X MAX activado!,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zJCnyaRdj/mbGi2CdOLsCoeq975qWlKvJznRZUeaqLuHPhup7hS108dnen6fvYJn5wjXTFtipiaXDwn7YbjzViQ==
<Alarm>,HMI alarms,Discrete alarm_10,Alarm text,X MIN limit switch hit!,¡Fin de carrera X MIN activado!,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zVRorpjOj3OALoTN7CooEAW6yaMSb7veFtfepanHS45eQfSgA3gXjaoEN0qtKPn0c2utIB6tEUhRiILt7eE43BQ==
<Alarm>,HMI alarms,Discrete alarm_15,Alarm text,X above MAX soft limit,X fuera de límite máximo,X fuera de limite maximo,X beyond MAX soft limit,0.84,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z1inndP7a1Gdv1pvnO+/Q1X2kNLgZq1N5qGfsMQys4X5yGhJ8AszFMNwls+WT9B1skFfNSa0oYta/AntI1tBKrA==
<Alarm>,HMI alarms,Discrete alarm_3,Alarm text,X axis homing failed,Eje X: fallo de referenciado,Eje X: fallo en referenciado,X Axis: Homing failed,0.98,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z7J+MxMhXWL7BphZzHkXNA+Thhlc2bqVh3c5PxKhiPEV5BKHwcqZSU9fdjyRO65zRpHhvfMr2cVyn0w6ENH7Fmw==
<Alarm>,HMI alarms,Discrete alarm_1,Alarm text,X axis move failed,Eje X: fallo de movimiento,Eje herramienta: fallo de movimiento,Tool Axis: Move failed,0.85,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zYOH1/BYJfhMmJnh/kMlyqWhiWFrYDLlGNrqB8bdeYmm8krorcRCD3pnHNB0HMs+Q4DEy87+y99o0/gpXNH5yHA==
<Alarm>,HMI alarms,Discrete alarm_9,Alarm text,X below MIN soft limit,X fuera de límite mínimo,X fuera de limite minimo,X beyond MIN soft limit,0.89,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5znO0DD6KGoXzMzoJ/PMaMDHUVAXoIzdJhs6FkvTKSK8co+mdGUkjsr4JIbbPNukIDq1CuRNN0pILt/f49NHLWVg==
<Alarm>,HMI alarms,Discrete alarm_37,Alarm text,Z MAX limit switch hit!,¡Fin de carrera Z MAX activado!,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zeQkmYDWh410v8SnHghmBXqCOLmb4sZnVwJtD2P5z4N77WLIxL0HCXTjFSD3oQk8/qsGVL7Ce4TOvsLGs0L4q2g==
<Alarm>,HMI alarms,Discrete alarm_36,Alarm text,Z MIN limit switch hit!,¡Fin de carrera Z MIN activado!,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zaqzScNDuBHmk/eAcSNSEOp4jIWcmg3qIj6DtFc0qeaFZemqeIy/Phc9IagT7jCJ2U6T0mjvSxsKOtxaEquoouA==
<Alarm>,HMI alarms,Discrete alarm_17,Alarm text,Z above MAX soft limit,Z fuera de límite máximo,Z fuera de limite maximo,Z beyond MAX soft limit,0.84,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zv83FoPWTf52crBV1Iw3eFlQds4sr4Eej4IUsxFD9l2S5/9+V4ftmvIvlkGbq8phaMPggf52cWITwP6jiODgaGw==
<Alarm>,HMI alarms,Discrete alarm_4,Alarm text,Z axis homing failed,Eje Z: fallo de referenciado,Eje Z: fallo en referenciado,Z Axis: Homing failed,0.98,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZVrVeJ1B5x7U6x4AtyhO1zV+nK2BQXdQAphbqGY0qxGkoRllNZRAB8vIcb1BfSGOpKb9UwVaOOe/D+f6yWd+PQ==
<Alarm>,HMI alarms,Discrete alarm_2,Alarm text,Z axis move failed,Eje Z: fallo de movimiento,Eje herramienta: fallo de movimiento,Tool Axis: Move failed,0.85,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zEt2u3zP+mZZ1lVC3vJdfafW+aTHl0rukwSZKq8gQKsrg0HJe7nFLTqj9yHmDycYZO3VxB1ctMfUf4hfPb9z2GA==
<Alarm>,HMI alarms,Discrete alarm_16,Alarm text,Z below MIN soft limit,Z fuera de límite mínimo,Z fuera de limite minimo,Z beyond MIN soft limit,0.89,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zN2amyO+cqi1q/HAAuQsY352iF33T9TtOOnqRUbeceEqOviZfGMj/OhRFp2aeIHIhNtKzsXRlesCVCi0PD02Qsw==
<HMI runtime>,ProductList,Text_list_entry_2,Text,Product_1 10x10,Product_1 10x10,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZoyDHG37Ka1nCkqBEipNSs2utFEEzfVNNjsIY9bnGbV9SeBzM7zjlt7AhXb5S3irzNeA7XECCmJ79sjURnciNA==
<HMI runtime>,ProductList,Text_list_entry_3,Text,Product_2 20x20,Product_2 20x20,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zvGiWaGOwDyNgUXupEj028pRK7K1wE9bHdygwDr0qYmqmqbbanGfGLUOSmwWyn8Qb/4AgiN6BYwG02KiDkD9HBg==
<HMI runtime>,ProductList,Text_list_entry_4,Text,Product_3 30x30,Product_3 30x30,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zQ9h3lkNPp1iMm4bsca4G0mubS3bhwUN73ZPyZ/WYaeXXYuBPBb4efeGiMT+zkjph0E9fU3vcafH9B17+qMALDg==
<HMI runtime>,ProductList,Text_list_entry_5,Text,Product_4 40x40,Product_4 40x40,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zFB8al2hADxvMgH3yhAk+JaZrigSUW2qqruZrAz+HINjjsx/UF+3JSHo2lJN/dJJ0uPFDWjcMVkYvpoF5Ltz/Mg==
<HMI runtime>,ProductList,Text_list_entry_49,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z3nr4xSY4uBAJf7jsS95iC8gjbc5jWl3FgkhEkX3cCRxuQ0jIXSsegNL/wY+maaxF0VwLNQGBZIfWBkjR3Jpj/w==
<HMI runtime>,ProductList,Text_list_entry_46,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zjLPbmguh7tXzRsmINXIHH7FuHohmKb85s/eIT+OFbQ3CKjG5KgX15QunUsY1Af4+szpLLOB6D+zp89ajn8xm5g==
<HMI runtime>,ProductList,Text_list_entry_41,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zc4Jj8S1riWrETv6fIQoJ+kPrwpcyCpEFTysqip4zTeOk48qAX0TfbC/m9PJpSE8Hr+/5ixebFWpoDHY8RED+ew==
<HMI runtime>,ProductList,Text_list_entry_50,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zYMnCoib7JzuMs9Gvl2mUH+1fFGbOL3ValvTyNuIpy0V3e1IGBnjzOrRHBxLfcshrMCruDYoPhq8TNBYcr0pChg==
<HMI runtime>,ProductList,Text_list_entry_45,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zSGCC1K2SyWq9L5YA5HhVCfVy7G0NOMH2juHrxcgobCd6C0omYlSkOI+e8WPRHLXQ3j5GnTw6+yyfhzznVFyPcw==
<HMI runtime>,ProductList,Text_list_entry_42,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zYQgHWBBeUvP9nRDblss31KH8iw6uwQh7yAmCF7b6w3GlRs30oQc7WJWzN7hmnNuUIiETp/Jg7JD+R0ATjII4eg==
<HMI runtime>,ProductList,Text_list_entry_43,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z8PmiyYJt+YTgL3uARfggFhcE+vYII2G5JEITDUmhJFJweukTcDWhFWEu97u+QqtLDcc9ZcVE5PePzh0CfyPQSw==
